ID,Date,JobTitle,PostTitle,Pros,Cons,EmploymentStatus,Location,OverallRating,BenefitsRating,CareerOpportunityRating,SeniorManagementRating,WorkEnvironmentRating,WorkLifeBalanceRating,DiversityRating
258606,2015-09-25T04:35:30Z,Operational Risk Manager,Great organisation to work for provided you are part of a good team of people.,The size of the corporation makes it easier to move into other roles permanently or on secondment basis.,Some Line Managers do not live the values.,former employee,"Sydney, New South Wales, Australia",4,3,4,3,3,3,4
348757,2015-09-24T23:49:36Z,Customer Service Representative,Glad to be out of the Commonwealth Bank.,The benefits.The customers and most of the other staff i worked with were amazing.I worked there for 37 years and in that period met some people who will be friends for life,Meeting KPIs .The bank has very high expectations.They have lost all interest in the customer it is all about profit,former employee,"Newcastle, New South Wales, Australia",4,4,3,1,4,4,3
344146,2015-09-24T14:08:02Z,Customer Service Team Leader,Experience gained through training has been invaluable for both work & life skills,"Great working environment, very supportive company.","Work life balance, not enough hours in the day to complete the workload",former employee,,5,5,5,3,5,3,5
320274,2015-09-24T09:46:58Z,Credit Card Specialist,I've had a positive experience at CBA and would definitely reccomend a friend to work here,The team and friends you make. Everyone is so friendly. The work environment and building are very nice to be in.,More improvement is needed in career progression and up-skilling.,current employee,"Melbourne CBD, Victoria, Australia",4,5,3,4,5,4,5
314087,2015-09-24T09:32:09Z,Csm,Very happy,Good bank to work with,New changes,former employee,,5,3,5,4,5,4,5
292722,2015-09-24T08:49:32Z,Credit Card Specialist,Secure job with great perks but u must willing to put in 100% effort every min you on the job or your stats fall.,"Good salary , fantastic staff Benefits , safe work environment.",Sitting on the phone for 8 hrs whilst maintaining strict concentration.,former employee,Hobart,4,5,4,5,4,4,5
247134,2015-09-15T23:59:04Z,Personal Loan And Insurance Specialist.,Average place to work.,Work life balance,Opportunity for development is difficult.,former employee,,5,2,3,3,3,5,3
2011904,2017-10-05T22:54:22Z,"Customer Service Representative, Customer Service Specialist",It was a good learning experience but ultimately I don't like working with other people's money,Learning about different products and processes,Selling products that I was not yet familiar with and expectations to reach targets,former employee,Australia,4,5,4,3,4,4,4
571550,2016-02-17T20:31:39Z,Executive Director,An organization that says all the correct things but either doesn't believe in them or cannot follow thru.,There is potentially a very broad range of roles to choose from if you want to move laterally.,People are rewarded for avoiding making decisions or never taking a risk. Generally a lot of decisions are made via a group decision so no individual can be accountable for the outcome.,former employee,"Sydney, New South Wales, Australia",2,3,3,2,2,3,3
2578266,2018-02-22T06:51:18Z,Agribusiness Executive,Good stepping stone,Working with an effective team.,Pressure from executive management,former employee,"Launceston TAS, Australia",3,3,4,1,2,2,4
2538049,2018-02-09T20:39:21Z,CommInsure Finance/Business Operations,Did not have a great manager over many years but was able to make an impression on many others,Staff benefits on interest rates and mostly good team members,Too many management levels and finding someone who would make a decision even if it seemed simple,former employee,"Sydney Olympic Park NSW, Australia",2,4,3,1,2,3,3
585154,2016-02-18T06:06:58Z,Fraud Detection Analyst,A great career building opportunity.,"Good staff benefits 
Opportunities to move around and gain exposure to other areas","Working in a 24/7 environment 
working over weekends and holidays",current employee,"Parramatta, New South Wales, Australia",3,2,3,2,4,2,4
515816,2016-02-16T11:43:15Z,Customer Service Specialist,Good but not happy with the salary,The culture and values are better than at other banks,"Go past the significant hurdles, favouritism and bureaucracy to get a better job",current employee,"Perth, Western Australia, Australia",4,2,2,3,3,4,3
2528875,2018-02-08T07:41:07Z,Customer Service Representative,Great place to work.,Great exposer to finance.,Ability to sell amount of products.,former employee,"Perth WA, Australia",5,5,5,5,5,5,5
2014824,2017-10-06T10:05:12Z,Customer Service Representative,Unrealistic expectations and profits before people.,"Colleagues and staff benefits.
Induction and initial training.
Systems are mostly modern and efficient.","Lack of support from management, except for less than useful ""one size fits all"" training.
Understaffed with high staff turnover.
Refusal to address repeated negative customer feedback - only willing to discuss the positive comments.
Pushing issues such as resource allocation and lack of staff back on employees to 'solve'.
Pushes sales even when it is not in the customer's best interests to meet targets via passive pressure.
Corporate culture is all about the bottom line.
Some small things on the tech side are noticeably neglected.",former employee,"Queensland, Australia",2,3,3,3,2,2,3
5300012,2019-05-06T10:03:03Z,Customer Service Specialist,Can be a great place but definitely not for the fain hearted.,"Alternative options available for existing staff to reduce hours for family commitments. 
Reduced fees/rates on products
Ongoing training
Usually a good team
Flexibility when moving areas","Like anywhere I guess most challenges are around the customers. The amount of things that are out of your control makes things difficult to resolve for customers. You've got to have a tough skin to take the negative treatment. You also have to get those same people to open up about their goals so to assist with their financial wellbeing. 
The work load can be tough. 
The customer flow can be overwhelming, more so in the ACT region. Would not reccomend working in a mall branch. 
",current employee,"ACT, Australia",3,4,4,3,2,3,5
365314,2015-09-24T08:16:37Z,Branch Services Officer,Overall good with some negatives,"There are perks like free shares, company dinners and events etc",The manager was very strict and was hard to get leave,former employee,,3,3,3,1,2,2,3
2008546,2017-10-05T09:50:13Z,Customer Service Representative,Branch life was great,"Hours worked work kids and school 
Bonus and share offers
Change to move locations","Lost focus on customers needs became too sales drive for my liking. 
Being relocated without choice wasn’t always positive 
Targets became too much a priority",former employee,"Glenorchy, Tasmania, Australia",4,4,4,3,3,4,4
564013,2016-02-17T08:41:11Z,Collections Officer,Endless career options,Lots of career development and support,Bank policies and procedures,current employee,"Sydney, New South Wales, Australia",4,5,5,4,5,5,5
1847528,2017-08-19T00:12:26Z,Customer Service Representative,Just a mess. Management had no idea what they were doing. No growth or support,Fridays because you knew the weekend was here.,"No challenges, just the same routine over and over.",former employee,"Melbourne City, Victoria, Australia",1,1,1,1,1,1,1
5134836,2018-09-29T11:32:33Z,Customer Service Officer,The bank says its focused on customer service bur they still give staff sales targets and call them Customer needs met.,Have made many friends,"Customers perception of banks, they tend to take it out on the staff. Royal Commission.  
nepotism",current employee,"Sydney NSW, Australia",3,2,3,2,2,3,2
2530559,2018-02-08T06:45:31Z,Group Security,I’m glad I’ve left there.,Colleagues are friendly.,Managers have no people management skills and they make your job miserable.,former employee,"City of Sydney NSW, Australia",1,3,1,1,3,3,1
270575,2015-09-26T04:30:59Z,CSS,I really enjoyed my time there & would recommend the position to others.,Every thing. I loved the Branch that I worked at.,Learning all the rules & trying not to say the wrong things.,former employee,"Toowoomba, Queensland, Australia",4,4,3,4,4,4,4
325411,2015-09-24T12:49:53Z,Customer Service Assistant,"When you have a good manager you can do anything, when you have a bad one, watch out!",Commonwealth Bank has great perks from fee free accounts to unlimited sick leave. RDOs for full time staff.,Achieving the high KPIs consistently. Disappointment when others are promoted ahead of you.,former employee,"Hobart, Tasmania, Australia",4,4,4,3,3,3,5
318539,2015-09-24T09:18:40Z,Customer Service Representative,"The treatment off staff was terrible, I didn't enjoy working in that type of environment.",Learning to apply and challenge yourself,Sales targets,former employee,"Bendigo, Strathdale, Victoria, Australia",1,1,2,1,1,3,1
329776,2015-09-24T08:59:26Z,Executive Officer,Very poor leadership and staff support,There were some really great people who tried very hard to make it a good place to work,Dealing with the mismanagement and management dishonesty,former employee,"Sydney, New South Wales, Australia",1,2,3,1,2,3,2
216713,2015-08-08T09:14:26Z,Collections Officer,Great place to work always opportunities,Large company with good values,I never had any challenges within the  time I worked for them,former employee,"Parramatta, New South Wales, Australia",5,4,5,4,4,4,5
203443,2015-08-01T05:38:05Z,Customer Service Representative,"Working for CBA can be a challenge at times, but I have found it to be quite rewarding and fulfilling in the end.",Social events aplenty & opportunity to develop and grow.,Targets,current employee,"Melbourne, Victoria, Australia",4,4,4,4,4,4,3
2178323,2017-11-23T13:23:04Z,GLS,Don't trust anyone.,Close to public transport and Westfield Parramatta.,Getting a promotion on what you know and not who you know,former employee,"NSW, Australia",1,1,2,1,2,3,2
403461,2015-10-08T07:58:13Z,Customer Service Representative,Great entry level position,Great team environment,Sales,former employee,,5,3,4,2,4,3,5
365628,2015-09-24T08:24:07Z,Premier Banking Relationship Manager,Loved my work and my colleagues and clients,Supportive management and good conditions,Meeting targets,current employee,"Brisbane, Queensland, Australia",5,5,5,5,5,4,5
2254119,2017-12-17T07:42:05Z,Executive Manager,Poor leadership has lead to brain drain and not the place to be anymore for cyber.,Nice facilities. Some really talented people.,"With the introduction of the new cyber security leadership and lack of experience there has been a major brain drain causing alot of stress.  Also with outsourcing intentions, future looks bleak.  Banks cyber reputation has been diminished over the last 9 months and that doesnt help attracting cyber talent.",current employee,"Sydney, New South Wales, Australia",2,1,3,1,4,4,4
523726,2016-02-16T09:21:29Z,Team Manager,I am hoping one day i will forget that i ever worked for CBA.,In my time at CBA I cannot think of anything good.,Having to put up with constant changes regarding to management and with them having no idea what how to run a department.,former employee,"Melbourne CBD, Victoria, Australia",1,2,1,1,3,1,1
411585,2015-10-08T10:33:55Z,Customer Service Specialist,"Great place to work,","Great place to work love their principles,diversity and Australian owned.",Each day could be a challenge it depends on individuals,former employee,"Darwin, Northern Territory, Australia",5,5,3,2,3,4,5
5014185,2018-08-22T09:05:08Z,Internal Auditor,Average,"Flexible working
Diversity","Favouritsm by managers and double  standards
Not much opportunity as they claim
Pay below Industry",former employee,"NSW, Australia",3,2,2,2,3,3,3
5294407,2019-05-06T07:17:01Z,Customer Service Specialist,"A chance to meet great people and enjoy several different roles, however you will never be appreciated in a corporation such as a big bank.","The people - like any company, people make you enjoy a job! I guess at a big company one of the positives is that there is a lot of people you can meet.",Management treating you like a number - not understanding or accepting your feedback.,former employee,"Brisbane QLD, Australia",3,3,2,1,4,2,2
397686,2015-10-08T07:57:42Z,Sr. Business Analyst Risk IT,Completely marvellous and I learned a lot in such a short span of time.,Work life balance is amazing. They support each individual issues.,To get the right salary as i was from some agency. But its not CBA fault its that agency.,former employee,"Sydney, New South Wales, Australia",5,4,4,4,5,5,5
554256,2016-02-17T12:11:27Z,Account Manager,"Thanks to its big brand name domestically, by and large, an above-average employer deserves working with at certain stage of your career life",Lots of internal opportunities available across different banking sectors within the group,It depends what sort of managers you end up with sometimes it is difficult to get necessary level of attention and support for career progress,current employee,Brisbane,4,4,4,3,4,3,4
5295495,2019-05-06T07:38:43Z,Call Centre Role,"Very interesting, told something to your face, lots of discussion behind closed doors.","Colleagues, flexible working days.","Management, and environment, very toxic.",former employee,"Victoria, Australia",1,1,1,1,1,2,1
629349,2016-03-23T23:58:02Z,Customer Service Representative,Worth a shot,Was great working here. A supportive business,My Challenge was the style of work didn't suit me personally,former employee,"Geelong, Victoria, Australia",5,5,5,5,5,5,5
508865,2016-02-16T08:49:55Z,Executive Manager HR Transformation,Great place to work with good career and development opportunities.,"Great team of people who care about our employees, and ensuring they have a better day at work.",Being a large company can make it a little more challenging to get things done quickly.,current employee,"Sydney, New South Wales, Australia",4,4,4,4,5,5,5
408431,2015-10-08T21:59:06Z,Life Claims Assesor,You are expected to put in the long hours and be grateful you have a job because you will be perforrmanced managed out,The people that you work with.,"The its okay to speak up about things and when you do, it feels like your in the firing line. having to do more with less. having the work life balance thrown back at you.Not having great systems where you have to do manual work arounds",former employee,"Sydney Olympic Park, New South Wales, Australia",3,2,3,2,2,3,3
277177,2015-09-27T01:26:02Z,Credit Department,"Management was good however sales pushing was terrible, don't have a baby they will fire you! Chance to move up was nonexistent",Good team to work with,"Upper management, selling things to people who can't afford things",former employee,,2,1,2,4,4,3,1
346584,2015-09-24T23:22:06Z,Branch Manager,An excellent learning platform allowing personal development and advancement.,Varied jobs experiences. Excellent grounding for business in the outside world,Need to keep up to date,former employee,"Various Branches in NSW, Papua New Guinea and South Australia",5,5,5,5,5,5,5
295938,2015-09-24T12:35:54Z,Senior Risk Associate,A big organisation that's pretty good to work for. But the salary level is not very competitive.,Good exposure to various functions across the bank. Good working environment.,Clumsy organisational structure makes work efficiency not as desirable.,current employee,"Sydney, New South Wales, Australia",4,3,4,4,4,3,4
314429,2015-09-24T12:07:20Z,Customer Service Team Leader,Challenging,Technology is utilised well,Restricted development opportunities in leadership administration roles,current employee,"Perth Airport, Western Australia, Australia",4,4,3,4,4,3,4
322808,2015-09-24T09:46:49Z,Document Scanner,Kept busy all day long.,Flexible work hours and great circle of friends.,Far to much emphasis on meaningless statistics. Some targets near impossible to meet.,former employee,"Lidcombe, New South Wales, Australia",4,4,3,4,4,5,5
305805,2015-09-24T07:18:29Z,Customer Service Specialist,Fulfilling,Working enviromment,KPI's were always changing,former employee,"Melbourne, Victoria, Australia",5,5,4,4,5,5,5
193680,2015-07-30T12:17:28Z,Customer Services Assistant,"Need to have ""Can Do"" attitudes.",Good environment and friendly co-worker. Have lots of opportunity to build up career and utilizes the knowledge around the work place with customers and co-worker.,Teamwork..,former employee,"Parramatta, New South Wales, Australia",5,5,5,5,5,5,5
384373,2015-10-17T23:23:02Z,Customer Service Specialist,Happy to be working for CBA,Helping people achieve their goals,Targets,current employee,"Wollongong, New South Wales, Australia",4,3,4,3,4,3,4
521316,2016-02-16T10:26:56Z,Senior Subject Matter Expert,"A wonderful 8 year career surrounded by great people in a modern, innovative environment.",Flexible working arrangements which allowed me to balance a young family with a successful career,It sometimes felt like you had to be in a certain role for a prescribed amount of time before you could progress unless you really pushed for it,former employee,"Sydney Olympic Park, New South Wales, Australia",5,5,5,4,5,5,5
362102,2015-09-24T22:09:16Z,IT Senior Project Manager,Bad management by example and get away with it.,The diversity and encouragement to speak about diversity.,"Management cares about your own jobs. Difficult to get promotion. If you don't belong to a group, you are no body.",former employee,"Sydney, New South Wales, Australia",3,1,3,2,3,2,4
2529252,2018-02-08T06:50:54Z,Home Loan Specialist,Disposable,Coffee machine and other free stuf,Trying to feel that they wanted,former employee,"Melbourne VIC, Australia",1,2,2,1,1,1,2
2242003,2017-12-13T23:27:36Z,Financial Services,Never again.,The day I left I got my life  & sanity back. There is a bigger and better world outside it.,"Needed to be part of the club to get promoted
To be able to play the game
It was not enough that you were good at what you did 
No support from management , they too busy about their careers and social life",former employee,"Sydney, New South Wales, 2000, Australia",1,1,1,1,1,1,1
1911572,2017-09-07T11:21:44Z,Lending Manager,"Positive, strong corporation with majority loving the job and living=believing in set of Values. A ""talk"" about career advancement to a senior level without the ""walk"".","Lots of support in learning environment, excellent culture, good management and innovations","High pressure and expectations in sales, no life balance,  career advancement to a senior level",current employee,Australia,4,2,3,4,4,2,3
402495,2015-09-30T01:51:39Z,Teller,Never again!,I can't think of anything good to say.,"Horrible work culture in my branch, very negative. Inconsistent training made it really difficult to learn how to do a good job.",former employee,"South Perth, Western Australia, Australia",1,3,2,1,1,2,2
5144631,2018-10-02T10:03:11Z,Customer Service Representative,"Unejoyable, both the manager and assistant manager put constant pressure on staff to sell products.",Some of the customers were lovely,"All staff having hours continually reduced yet targets increased, having to sell products to people whether it was in their best interest or not.",former employee,"Shepparton VIC, Australia",2,2,2,1,3,3,2
5323798,2019-09-09T07:37:45Z,Service Delivery,Great place to gain some financial experience but not a long term career prospect if you aren’t a game player.,"Opportunity to learn
Many nice people","In promotion, opportunities and career development it’s all a friends club or about filling diversity quotas. Skills are secondary.",current employee,"Sydney NSW, Australia",2,4,1,2,3,4,5
506657,2016-02-16T07:19:24Z,Bank Teller,Best experience I've had in a working environment.,"Seeing the customer had an overall great experience and walking away with a smile.
Also the relationship I had with costumers.","The theory side of my traineeship there, even  though it was hard it was well worth it.",former employee,"Blaxland, New South Wales, Australia",5,5,5,5,5,5,5
5313861,2019-05-23T12:20:24Z,Snr Manager. I.T.,Was given many opportunities to build on my skills yet diversify by technical experience,Great leadership and opportunities to develop,"Fast paced environment, which is a good and bad thing at times.",former employee,"Sydney NSW, Australia",5,4,5,5,5,5,5
275007,2015-09-26T12:26:17Z,Personal Lender,Never again.,Nothing that I can think of.,"Unrealistic sales targets,  extreme sales pressure and ineffective management.",former employee,"Gold Coast, Queensland, Australia",1,2,3,1,1,3,3
347722,2015-09-25T01:34:30Z,Customer Service Representative,Great company to work for!,Flexible working arangements available and plenty of opportunity to grow throughout the bank.,Some management have been in the bank a long time and are stuck in old ways.,current employee,"Seymour, Victoria, Australia",5,5,5,3,4,5,5
289220,2015-09-24T10:25:35Z,Credit Card Specialist,Good learning ground,Good training,Sales,former employee,"Newcastle, New South Wales, Australia",4,4,1,3,5,1,4
321942,2015-09-24T09:41:12Z,Relationship Executive Commercial Business,Supportive work environment with diversity of career opportunites.,Ability to contribute your idea's and thoughts. Encouraged to have a work/life balance.,Results driven environment with amount of support very dependent on individual management style and ability of your manager.,current employee,"Bundaberg, QLD, Australia",5,5,4,4,4,4,5
2581386,2018-02-22T11:38:29Z,Mortgage Consultant,Glad to be working elsewhere,Working in a new building,"Micro management. Unrealistic expectations, a lot of people left because of the culture.",former employee,"Brisbane City QLD, Australia",2,3,3,1,1,1,4
521080,2016-02-16T10:27:27Z,Executive Manager,A fantastic organization with great people and opportunities.,Numerous opportunities across different projects and teams.,Bureaucracy and multiple layers of management.,former employee,,5,5,5,5,5,5,5
2544805,2018-02-12T03:50:38Z,Analytics And Information,A much needed step forward in my career for engineering exposure and scale,Best practices tech and an innovation driven environment,"Large company, so red tape and communication channels between other areas of the organisation can be frustrating",current employee,"Sydney NSW, Australia",4,5,4,4,4,4,5
539047,2016-02-17T03:10:09Z,Customer Service Officer,I enjoyed working in the office and would possibly returned tomorrow if the opporunity arose.,The staff I worked with and the flexible hours and days that they enabled me to work. The location of the office was easily accessible.,Working in an area where some staff didn't care about the quality of their work and therefore having to locate and correct errors that had been made.,former employee,"Parramatta, New South Wales, Australia",4,2,3,4,4,3,4
1501773,2017-04-26T13:18:42Z,Senior Manager,Depends on the department you are working with.....,People are generally nice and easy to make friends.,"CBA value can be subject to manager's interpretation, then again, the cultures between teams/departments can be quite different!",former employee,New South Wales,4,4,3,3,5,5,3
2533371,2018-02-08T22:20:47Z,Accounts Payable Officer,Was nice and enjoyable work with Cba,"Work life balance, the flexibility of work","Working in a deadline, prove me I have the attitude I capable of do it, working in a multicultural environment, learning new things like implementation of new system, new procedures",former employee,"City of Sydney NSW, Australia",5,4,4,4,4,5,5
520540,2016-02-16T08:37:16Z,CSR,I enjoy working at the commonwealth bank and would recommend my friends to apply for any available position .,The work environment,The customers are both the most positive and negative thing working at the bank. It's always challenging working in customer service.,current employee,,5,5,5,5,4,4,5
571836,2016-02-17T09:49:16Z,Branch Manager,Continued to learn and grow during my 17 years!,Caring company who look after their staff.  Plenty of opportunities for advancement,Fitting the workload into the day - overtime necessary.,former employee,"Airlie Beach, Queensland, Australia",5,4,5,4,4,3,4
1852271,2017-08-19T10:07:48Z,Melbourne Processing Services,It was just a job.,Have to say that the staff/colleagues were great,Management and their constant push to increase stats and productivity meeting targets. no longer for customer service just treated like machines to give more and more only to get management bonuses,former employee,"Melbourne, Victoria, Australia",3,3,2,1,3,3,3
386706,2015-10-12T00:10:10Z,Customer Service Officer,Valuable.,Management were supportive and friendly.  Most colleagues were also friendly.  Great access to public transport (via shuttle bus).  Good facilities.,"Most of my team were friendly, but there was an unfriendly clique.",former employee,"Lidcombe, New South Wales, Australia",4,3,4,4,4,5,5
2526149,2018-02-08T09:59:45Z,Senior Credit Analyst,Conditions & pay are OK but mamagement could listen more.,Your peers were mostly good to work with & willing to share knowledge.The pay was good with O/T if required.,Management tended to treat us as school children regularly. Management had far less experience in the industry & rarely thought they were wrong.,former employee,"Parramatta NSW, Australia",3,4,2,2,2,4,3
401545,2015-09-30T08:42:44Z,Manager,Awesome environment and people with an slightly above average remuneration,"Flexibility, technical advantage, learning opportunities and brand",Career growth,former employee,,5,4,3,3,5,5,5
372598,2015-09-24T07:25:26Z,Credit Cards,"A business that believes they do the right thing, but the employees at the bottom of the food chain are punished.",It was close to home,Seeking constructive feedback from managers.,former employee,,2,3,1,1,2,3,2
2532778,2018-02-08T20:53:05Z,Global FX,Woeful,"None, management are on a different planet",Management stiffle opportunities & create barriers to achieve,former employee,"Sydney NSW, Australia",1,1,1,1,1,1,1
5297832,2019-05-06T08:29:47Z,Customer Service Call Centre Representative,Hated it ,"Coffee machines, fresh fruit and great views from my building. Some nice colleagues.","Call centre environments - frequent team leader changes, no shift flexibility and no penalty rates. ",former employee,"Melbourne VIC, Australia",3,4,2,2,3,2,3
279185,2015-09-27T09:22:03Z,Casual Collections Officer,"Amazing workplace culture, need better management!","The workplace culture is like no other! Amazing, benefits are also great and everyone was lovely.","The management could've improved, because of poor mamangement many people left a great job because of the pressures that weren't meant to be placed on them.",former employee,,4,5,4,2,4,4,5
359431,2015-09-24T22:56:02Z,Financial Planner,Good Place to Work!,Staff are awesome! The best computer software!,Customer facing is always hard! Due to Bank rules it can cause issues with clients! Ie print statements,current employee,"NSW, Australia and Darwin NT",4,4,4,4,5,5,5
357412,2015-09-24T21:40:14Z,Customer Service Rep,I did learn alot and met some great people but would never go back.,The staff discounts and you meet some really great passionate people.,The culture of CBA. Only concerned with results. They do not care about their staff and at the end of the day it's just about the profit.,former employee,"Mudgee, New South Wales, Australia",2,4,3,1,2,2,2
5329315,2019-09-11T08:31:21Z,Customer Service Representative,"Good while studying, but management  made my work life very difficult. ",It’s a good pay rate and good hours around studying. ,I was a victim of workplace bu!!ying and even after reporting it to area management nothing was done. It also came to light I wasn’t the first person to feel this way or to complain. ,former employee,"Cheltenham VIC, Australia",1,2,3,1,1,2,2
729773,2016-09-15T10:25:58Z,Bank Teller,Too much ephasis on sales not enough on what the customer wants or does not want the bank used to be about service now it's about profit,Great staff to work with,Dud not like flogging products to customers who clearly didn't want them,former employee,Regional nsw,2,3,3,2,2,2,2
2009871,2017-10-05T11:49:24Z,Project Manager,It can be great in areas where management empower the teams to do their job.,State of the art offices,Very risk averse and a little too focussed on cost saving / cost reduction.,former employee,"Sydney, New South Wales, Australia",3,4,3,2,3,5,4
1296550,2017-02-27T06:08:20Z,Customer Service Assistant,POOR MANAGEMENT,Technology was good and the banking platforms used were great. Was happy to have gained experience.,"The work life balance was terrible, having to put annual leave in 12 months in advance and it not being able to overlap with anyone else in your ""POD"" (a pod consists of around 4 branchs). It added a level of stress when the bank decided to get rid of casuals, when short staffed it was very rare to get relief staff in.",former employee,"Gold Coast, Queensland, Australia",1,3,4,1,1,1,4
5331201,2019-09-11T19:24:12Z,Boardroom Waitperson,Painfull and the worst of my life,Nothing was good there!,Work every day becomes a challenge when u are working in a hostile place. ,former employee,"Sydney Nueva Gales del Sur, Australia",1,1,1,1,1,1,1
517151,2016-02-16T08:25:15Z,Marketing,"Caring environment, interesting innovative work!","Can work part time, secure, always something new",The politics are sometimes challenging,current employee,"Sydney, New South Wales, Australia",5,5,4,3,4,5,4
583784,2016-02-18T04:43:20Z,Customer Service Representative,Gives me pride and a sense of accomplishment.,Great benefits and incentive bonuses. Lots of opportunity to progress in your career and great support network among you managers and colleagues.,Working towards sales targets but this is easily overcome with proper coaching and continuous training.,current employee,"Newcastle, New South Wales, Australia",5,4,5,5,4,4,5
5273220,2018-11-27T06:27:01Z,CSS,I have pretty much hated CBA since I started. I blame CBA for my relationship breakdown due to the pressure of sales. I cried everyday for months. Then eventually just stopped caring because I realised the bank didn’t care for the employees. ,Money is good and no weekend work.,Staffing and respect from management for the time we put in. ,current employee,"Casino NSW, Australia",1,1,2,2,1,2,1
505648,2016-02-16T07:13:19Z,Quality Assurance Officer,Great place to work.,"Really friendly and understanding people to work with at CBA.
It was my pleasure working at CBA for 12 years.",Meeting targets and excellent customer service is the most challenging for CBA.,former employee,"Sydney, New South Wales, Australia",3,5,5,5,5,5,5
2787405,2018-04-26T11:33:27Z,Customer Service Specialist,"I was excited to enter the bank, and hugely disappointed once in there.","Opportunity for stable employment, potential for growth, respect that comes with the responsibility of working for a bank.","Performing to demanding sales schemes, management's rigorous checks on meeting targets, lack of support, staff treated as expendable and not as valued members.",former employee,"NSW, Australia",2,2,3,2,2,3,2
535844,2016-02-16T22:05:16Z,Director,Was a great place but now is just good as they are no longer customercentric.,It's a flexible work environment.,"Not as focused on customer needs more on complete internal projects,steering groups and budgets.",current employee,"Melbourne, Victoria, Australia",3,3,3,2,2,5,3
406650,2015-10-08T07:56:22Z,Customer Service Specialist,Loved every minute despite the challenges,The people and culture,Meeting high sales targets,former employee,,5,5,5,4,4,3,5
2535890,2018-02-09T06:17:21Z,Programme Manager,It very much depends on where your team is and how good your leadership is at strategy and the transformation and organisational change aspects.,Great opportunities if you maintain your networks and they are at the right level.,The culture is changing and not always for the best.,former employee,"Sydney NSW, Australia",3,4,4,2,3,3,3
5289645,2019-03-23T14:07:38Z,Bank Teller,A dissapointing look at banking from the inside.,Not a lot really the training was lacking in key essentials of the most needed skills that inturn caused stress for staff and customers ,Not having educated management and too many corporate climbers in charge to be effective in their role.,former employee,"NSW, Australia",1,1,1,1,1,1,1
345313,2015-09-24T13:25:58Z,Credit Card Specialist,Good place to build knowledge and experience in the banking industry,Flexible hours and diversity,Sales and targets,former employee,"Melbourne, Victoria, Australia",4,3,3,3,4,5,5
5335632,2019-10-02T12:25:51Z,Document Fulfilment Officer,Not enough opportunities to grow,Type of work was interesting,Not enough opportunity to build a career ,former employee,"Parramatta NSW, Australia",3,2,2,3,4,2,2
340323,2015-09-24T09:31:53Z,Customer Service Representative,Challenging yet pleasurable place to work for.,"Great company to work for, very generous, I loved the team spirit.","Sales aspect of the job if you work late evenings, as it is quite difficult to get people to stay on the phones to promote products. After all it's family and rest time.",former employee,"Hobart, Tasmania, Australia",3,3,3,3,3,3,3
1852811,2017-08-19T13:47:40Z,Customer Service Representative,Pressure,Consistant hours.Good staff.,Working minimal hours and having expectations placed on you like you worked 38 hours,current employee,"Adelaide, South Australia, Australia",3,3,3,3,3,4,3
364598,2015-09-24T08:45:12Z,Learning Developer,Too many chiefs,New desks,Communication. Too many layers.,former employee,"Sydney, New South Wales, Australia",3,3,3,3,3,3,3
507420,2016-02-16T07:30:19Z,Security Consultant,Innovation at a slow pace but good people and environment.,"Always interested in getting the best outcomes but accepts that people, no matter how good, make mistakes. Jointly try to prevent it happening and move on.",Lots of things to do but gaining consensus is slow.,current employee,"Sydney, New South Wales, Australia",5,3,5,4,5,5,5
1495748,2017-04-26T07:41:24Z,Solution Delivery Manager,Great culture with good work life balance and approachable leaders.,Great culture. Equal opportunities for employees.,Difficult processes. Hierarchy results in delays.,former employee,"Sydney, New South Wales, Australia",4,4,4,4,4,4,4
5293979,2019-05-06T07:11:34Z,Home Lending Officer,Appalling ,Nothing good about it,No leadership or support,former employee,"Adelaide SA, Australia",1,2,1,1,1,1,2
5305738,2019-05-08T00:50:46Z,CBA Business Banker,"CBA is a great corporation, to get ahead you have to do much to rub certain people the right way, sometimes work was a bit like a popularity contest, where staff got a head on connections not always merit. ",Great culture and diverse people ,"Was asked to do alot, for often little recognition",former employee,"Parramatta NSW, Australia",3,2,3,4,3,2,4
5297747,2019-05-06T08:43:32Z,Sales Role,Overall positive,Plenty of employee benefits from personal banking perks to slushie machines in the break room,"Job can be demanding, Managment out of touch with frontline staff. Micro managing to the hilt",current employee,"Newcastle NSW, Australia",4,5,3,3,4,4,5
5142169,2018-10-01T20:53:14Z,IT Solution Consultant,A comfortable work environment with great rewards if staying long term ,"Excellent work culture, great knowledge management and well defined governance framework for IT delivery.","Growth path uncertain at times, depending on reporting lines. ",former employee,"Sydney NSW, Australia",4,2,3,3,4,4,4
513464,2016-02-16T08:11:09Z,Customer Service Specialist,Good place to work if you like work in a sales environment than just service.,Known branded company,Achieving high sales target,current employee,"Coburg, Victoria, Australia",3,4,2,2,4,4,4
278173,2015-09-27T05:42:42Z,Customer Service Representitive,Sales was valued over customer service,"Interaction with customers, opportunity given to young staff","Too target orientated, high pressure to reach target, this soon becomes a mental health problem and no support offered from management",former employee,"Panania, New South Wales, Australia",1,2,3,2,1,3,3
288175,2015-09-22T08:38:50Z,Continuous Improvement Manager,"An awesome place to work, but have to leave the organisation to get ahead",The people there are fantastic and the courses/learning is excellent,Trying to get opportunities to progress in the organisation is difficult. The timeline for advancement follows a structure and is restrictive.,former employee,"Parramatta, New South Wales, Australia",5,5,3,3,5,5,5
